run_year,Month,Location,fishery,Release.mort.rate
1982,5,NO,10,0.26
1982,5,SF,10,0.26
1982,5,CO,40,0
1982,5,FB,40,0.14
1982,5,KC,40,0.14
1982,5,KO,40,0
1982,5,MO,40,0.14
1982,5,NO,40,0
1982,5,SF,40,0.14
1982,6,CO,10,0.26
1982,6,FB,10,0.26
1982,6,KC,10,0.26
1982,6,KO,10,0.26
1982,6,MO,10,0.26
1982,6,NO,10,0.26
1982,6,SF,10,0.26
1982,6,CO,40,0
1982,6,FB,40,0.14
1982,6,KC,40,0.14
1982,6,KO,40,0
1982,6,MO,40,0.14
1982,6,NO,40,0
1982,6,SF,40,0.14
1982,7,CO,10,0.26
1982,7,FB,10,0.26
1982,7,KC,10,0.26
1982,7,KO,10,0.26
1982,7,MO,10,0.26
1982,7,NO,10,0.26
1982,7,SF,10,0.26
1982,7,CO,40,0
1982,7,FB,40,0.14
1982,7,KC,40,0.14
1982,7,KO,40,0
1982,7,MO,40,0.14
1982,7,NO,40,0
1982,7,SF,40,0.14
1982,8,CO,10,0.26
1982,8,FB,10,0.26
1982,8,KC,10,0.26
1982,8,KO,10,0.26
1982,8,MO,10,0.26
1982,8,NO,10,0.26
1982,8,SF,10,0.26
1982,8,CO,40,0
1982,8,FB,40,0.14
1982,8,KC,40,0.14
1982,8,KO,40,0
1982,8,MO,40,0.14
1982,8,NO,40,0
1982,8,SF,40,0.14
1982,9,CO,10,0.26
1982,9,FB,10,0.26
1982,9,KC,10,0.26
1982,9,KO,10,0.26
1982,9,MO,10,0.26
1982,9,NO,10,0.26
1982,9,SF,10,0.26
1982,9,CO,40,0
1982,9,FB,40,0.14
1982,9,KC,40,0.14
1982,9,KO,40,0
1982,9,MO,40,0.14
1982,9,NO,40,0
1982,9,SF,40,0.14
1982,10,CO,10,0.26
1982,10,KO,10,0.26
1982,10,NO,10,0.26
1982,10,CO,40,0
1982,10,FB,40,0.14
1982,10,KC,40,0.14
1982,10,KO,40,0
1982,10,MO,40,0.14
1982,10,NO,40,0
1982,10,SF,40,0.14
1982,11,CO,10,0.26
1982,11,KO,10,0.26
1982,11,FB,40,0.14
1982,11,KC,40,0.14
1982,11,KO,40,0
1982,11,MO,40,0.14
1982,11,SF,40,0.14
1983,2,FB,40,0.14
1983,2,KC,40,0.14
1983,2,MO,40,0.14
1983,2,SF,40,0.14
1983,3,FB,40,0.14
1983,3,KC,40,0.14
1983,3,MO,40,0.14
1983,3,SF,40,0.14
1983,4,MO,10,0.26
1983,4,SF,10,0.26
1983,4,FB,40,0.14
1983,4,KC,40,0.14
1983,4,MO,40,0.14
1983,4,SF,40,0.14
1983,5,CO,10,0.26
1983,5,FB,10,0.26
1983,5,KC,10,0.26
1983,5,KO,10,0.26
1983,5,MO,10,0.26
1983,5,NO,10,0.26
1983,5,SF,10,0.26
1983,5,FB,40,0.14
1983,5,KC,40,0.14
1983,5,KO,40,0
1983,5,MO,40,0.14
1983,5,SF,40,0.14
1983,6,CO,10,0.26
1983,6,FB,10,0.26
1983,6,KC,10,0.26
1983,6,KO,10,0.26
1983,6,MO,10,0.26
1983,6,NO,10,0.26
1983,6,SF,10,0.26
1983,6,CO,40,0
1983,6,FB,40,0.14
1983,6,KC,40,0.14
1983,6,KO,40,0
1983,6,MO,40,0.14
1983,6,NO,40,0
1983,6,SF,40,0.14
1983,7,CO,10,0.26
1983,7,FB,10,0.26
1983,7,KC,10,0.26
1983,7,KO,10,0.26
1983,7,MO,10,0.26
1983,7,NO,10,0.26
1983,7,SF,10,0.26
1983,7,CO,40,0
1983,7,FB,40,0.14
1983,7,KC,40,0.14
1983,7,KO,40,0
1983,7,MO,40,0.14
1983,7,NO,40,0
1983,7,SF,40,0.14
1983,8,CO,10,0.26
1983,8,FB,10,0.26
1983,8,KC,10,0.26
1983,8,KO,10,0.26
1983,8,MO,10,0.26
1983,8,NO,10,0.26
1983,8,SF,10,0.26
1983,8,CO,40,0
1983,8,FB,40,0.14
1983,8,KC,40,0.14
1983,8,KO,40,0
1983,8,MO,40,0.14
1983,8,NO,40,0
1983,8,SF,40,0.14
1983,9,CO,10,0.26
1983,9,FB,10,0.26
1983,9,KO,10,0.26
1983,9,MO,10,0.26
1983,9,NO,10,0.26
1983,9,SF,10,0.26
1983,9,CO,40,0
1983,9,FB,40,0.14
1983,9,KC,40,0.14
1983,9,KO,40,0
1983,9,MO,40,0.14
1983,9,NO,40,0
1983,9,SF,40,0.14
1983,10,CO,10,0.26
1983,10,KO,10,0.26
1983,10,NO,10,0.26
1983,10,FB,40,0.14
1983,10,KC,40,0.14
1983,10,KO,40,0
1983,10,MO,40,0.14
1983,10,NO,40,0
1983,10,SF,40,0.14
1983,11,CO,10,0.26
1983,11,KO,10,0.26
1983,11,FB,40,0.14
1983,11,KC,40,0.14
1983,11,KO,40,0
1983,11,MO,40,0.14
1983,11,SF,40,0.14
1984,2,FB,40,0.14
1984,2,KC,40,0.14
1984,2,MO,40,0.14
1984,2,SF,40,0.14
1984,3,FB,40,0.14
1984,3,KC,40,0.14
1984,3,MO,40,0.14
1984,3,SF,40,0.14
1984,4,FB,40,0.14
1984,4,KC,40,0.14
1984,4,MO,40,0.14
1984,4,SF,40,0.14
1984,5,CO,10,0.26
1984,5,FB,10,0.26
1984,5,KC,10,0.26
1984,5,KO,10,0.26
1984,5,MO,10,0.26
1984,5,NO,10,0.26
1984,5,SF,10,0.26
1984,5,FB,40,0.14
1984,5,KC,40,0.14
1984,5,MO,40,0.14
1984,5,SF,40,0.14
1984,6,CO,10,0.26
1984,6,FB,10,0.26
1984,6,KC,10,0.26
1984,6,KO,10,0.26
1984,6,MO,10,0.26
1984,6,NO,10,0.26
1984,6,SF,10,0.26
1984,6,FB,40,0.14
1984,6,KC,40,0.14
1984,6,MO,40,0.14
1984,6,SF,40,0.14
1984,7,CO,10,0.26
1984,7,FB,10,0.26
1984,7,KC,10,0.26
1984,7,KO,10,0.26
1984,7,MO,10,0.26
1984,7,NO,10,0.26
1984,7,SF,10,0.26
1984,7,CO,40,0.14
1984,7,FB,40,0.14
1984,7,KC,40,0.14
1984,7,KO,40,0.14
1984,7,MO,40,0.14
1984,7,NO,40,0.14
1984,7,SF,40,0.14
1984,8,CO,10,0.26
1984,8,FB,10,0.26
1984,8,KC,10,0.26
1984,8,KO,10,0.26
1984,8,MO,10,0.26
1984,8,NO,10,0.26
1984,8,SF,10,0.26
1984,8,CO,40,0.14
1984,8,FB,40,0.14
1984,8,KC,40,0.14
1984,8,KO,40,0.14
1984,8,MO,40,0.14
1984,8,NO,40,0.14
1984,8,SF,40,0.14
1984,9,CO,10,0.26
1984,9,FB,10,0.26
1984,9,MO,10,0.26
1984,9,NO,10,0.26
1984,9,SF,10,0.26
1984,9,CO,40,0.14
1984,9,FB,40,0.14
1984,9,KC,40,0.14
1984,9,KO,40,0.14
1984,9,MO,40,0.14
1984,9,NO,40,0.14
1984,9,SF,40,0.14
1984,10,KO,10,0.26
1984,10,NO,10,0.26
1984,10,FB,40,0.14
1984,10,KC,40,0.14
1984,10,KO,40,0.14
1984,10,MO,40,0.14
1984,10,SF,40,0.14
1984,11,KO,10,0.26
1984,11,FB,40,0.14
1984,11,KC,40,0.14
1984,11,KO,40,0.14
1984,11,MO,40,0.14
1984,11,SF,40,0.14
1985,2,FB,40,0.14
1985,2,KC,40,0.14
1985,2,MO,40,0.14
1985,2,SF,40,0.14
1985,3,FB,40,0.14
1985,3,KC,40,0.14
1985,3,MO,40,0.14
1985,3,SF,40,0.14
1985,4,FB,40,0.14
1985,4,KC,40,0.14
1985,4,MO,40,0.14
1985,4,SF,40,0.14
1985,5,CO,10,0.26
1985,5,FB,10,0.26
1985,5,MO,10,0.26
1985,5,NO,10,0.26
1985,5,SF,10,0.26
1985,5,FB,40,0.14
1985,5,KC,40,0.14
1985,5,KO,40,0
1985,5,MO,40,0.14
1985,5,SF,40,0.14
1985,6,CO,10,0.26
1985,6,FB,10,0.26
1985,6,MO,10,0.26
1985,6,NO,10,0.26
1985,6,SF,10,0.26
1985,6,FB,40,0.14
1985,6,KC,40,0.14
1985,6,MO,40,0.14
1985,6,SF,40,0.14
1985,7,CO,10,0.26
1985,7,FB,10,0.26
1985,7,MO,10,0.26
1985,7,NO,10,0.26
1985,7,SF,10,0.26
1985,7,CO,40,0
1985,7,FB,40,0.14
1985,7,KC,40,0.14
1985,7,KO,40,0
1985,7,MO,40,0.14
1985,7,NO,40,0
1985,7,SF,40,0.14
1985,8,CO,10,0.26
1985,8,FB,10,0.26
1985,8,MO,10,0.26
1985,8,NO,10,0.26
1985,8,SF,10,0.26
1985,8,CO,40,0
1985,8,FB,40,0.14
1985,8,KC,40,0.14
1985,8,KO,40,0
1985,8,MO,40,0.14
1985,8,NO,40,0
1985,8,SF,40,0.14
1985,9,CO,10,0.26
1985,9,FB,10,0.26
1985,9,MO,10,0.26
1985,9,NO,10,0.26
1985,9,SF,10,0.26
1985,9,CO,40,0
1985,9,FB,40,0.14
1985,9,KC,40,0.14
1985,9,KO,40,0
1985,9,MO,40,0.14
1985,9,NO,40,0
1985,9,SF,40,0.14
1985,10,CO,10,0.26
1985,10,KO,10,0.26
1985,10,NO,10,0.26
1985,10,CO,40,0
1985,10,FB,40,0.14
1985,10,KC,40,0.14
1985,10,KO,40,0
1985,10,MO,40,0.14
1985,10,NO,40,0
1985,10,SF,40,0.14
1985,11,CO,10,0.26
1985,11,KO,10,0.26
1985,11,FB,40,0.14
1985,11,KC,40,0.14
1985,11,KO,40,0
1985,11,MO,40,0.14
1985,11,SF,40,0.14
1986,2,FB,40,0.14
1986,2,KC,40,0.14
1986,2,MO,40,0.14
1986,2,SF,40,0.14
1986,3,FB,40,0.14
1986,3,KC,40,0.14
1986,3,MO,40,0.14
1986,3,SF,40,0.14
1986,4,FB,40,0.14
1986,4,MO,40,0.14
1986,4,SF,40,0.14
1986,5,CO,10,0.26
1986,5,FB,10,0.26
1986,5,KO,10,0.26
1986,5,MO,10,0.26
1986,5,NO,10,0.26
1986,5,SF,10,0.26
1986,5,CO,40,0
1986,5,FB,40,0.14
1986,5,KC,40,0.14
1986,5,KO,40,0.14
1986,5,MO,40,0.14
1986,5,NO,40,0
1986,5,SF,40,0.14
1986,6,CO,10,0.26
1986,6,FB,10,0.26
1986,6,KC,10,0.26
1986,6,KO,10,0.26
1986,6,MO,10,0.26
1986,6,NO,10,0.26
1986,6,SF,10,0.26
1986,6,CO,40,0
1986,6,FB,40,0.14
1986,6,KC,40,0.14
1986,6,KO,40,0.14
1986,6,MO,40,0.14
1986,6,NO,40,0
1986,6,SF,40,0.14
1986,7,CO,10,0.26
1986,7,FB,10,0.26
1986,7,KC,10,0.26
1986,7,KO,10,0.26
1986,7,MO,10,0.26
1986,7,NO,10,0.26
1986,7,SF,10,0.26
1986,7,CO,40,0
1986,7,FB,40,0.14
1986,7,KC,40,0.14
1986,7,KO,40,0.14
1986,7,MO,40,0.14
1986,7,NO,40,0
1986,7,SF,40,0.14
1986,8,CO,10,0.26
1986,8,FB,10,0.26
1986,8,KC,10,0.26
1986,8,KO,10,0.26
1986,8,MO,10,0.26
1986,8,NO,10,0.26
1986,8,SF,10,0.26
1986,8,CO,40,0
1986,8,FB,40,0.14
1986,8,KC,40,0.14
1986,8,KO,40,0.14
1986,8,MO,40,0.14
1986,8,NO,40,0
1986,8,SF,40,0.14
1986,9,CO,10,0.26
1986,9,FB,10,0.26
1986,9,KC,10,0.26
1986,9,MO,10,0.26
1986,9,NO,10,0.26
1986,9,SF,10,0.26
1986,9,FB,40,0.14
1986,9,KC,40,0.14
1986,9,KO,40,0.14
1986,9,MO,40,0.14
1986,9,NO,40,0
1986,9,SF,40,0.14
1986,10,CO,10,0.26
1986,10,KO,10,0.26
1986,10,NO,10,0.26
1986,10,FB,40,0.14
1986,10,KO,40,0.14
1986,10,MO,40,0.14
1986,10,NO,40,0
1986,10,SF,40,0.14
1986,11,CO,10,0.26
1986,11,KO,10,0.26
1986,11,NO,10,0.26
1986,11,FB,40,0.14
1986,11,KO,40,0.14
1986,11,MO,40,0.14
1986,11,NO,40,0
1986,11,SF,40,0.14
1987,2,FB,40,0.14
1987,2,MO,40,0.14
1987,2,SF,40,0.14
1987,3,FB,40,0.14
1987,3,MO,40,0.14
1987,3,SF,40,0.14
1987,4,FB,40,0.14
1987,4,MO,40,0.14
1987,4,SF,40,0.14
1987,5,CO,10,0.26
1987,5,FB,10,0.26
1987,5,KO,10,0.26
1987,5,MO,10,0.26
1987,5,NO,10,0.26
1987,5,SF,10,0.26
1987,5,FB,40,0.14
1987,5,KC,40,0.14
1987,5,KO,40,0.14
1987,5,MO,40,0.14
1987,5,SF,40,0.14
1987,6,CO,10,0.26
1987,6,FB,10,0.26
1987,6,KC,10,0.26
1987,6,KO,10,0.26
1987,6,MO,10,0.26
1987,6,NO,10,0.26
1987,6,SF,10,0.26
1987,6,CO,40,0
1987,6,FB,40,0.14
1987,6,KC,40,0.14
1987,6,KO,40,0.14
1987,6,MO,40,0.14
1987,6,NO,40,0
1987,6,SF,40,0.14
1987,7,CO,10,0.26
1987,7,FB,10,0.26
1987,7,MO,10,0.26
1987,7,NO,10,0.26
1987,7,SF,10,0.26
1987,7,CO,40,0
1987,7,FB,40,0.14
1987,7,KC,40,0.14
1987,7,KO,40,0.14
1987,7,MO,40,0.14
1987,7,NO,40,0
1987,7,SF,40,0.14
1987,8,CO,10,0.26
1987,8,FB,10,0.26
1987,8,MO,10,0.26
1987,8,NO,10,0.26
1987,8,SF,10,0.26
1987,8,CO,40,0
1987,8,FB,40,0.14
1987,8,KC,40,0.14
1987,8,KO,40,0.14
1987,8,MO,40,0.14
1987,8,NO,40,0
1987,8,SF,40,0.14
1987,9,CO,10,0.26
1987,9,FB,10,0.26
1987,9,KC,10,0.26
1987,9,MO,10,0.26
1987,9,NO,10,0.26
1987,9,SF,10,0.26
1987,9,CO,40,0
1987,9,FB,40,0.14
1987,9,KC,40,0.14
1987,9,KO,40,0.14
1987,9,MO,40,0.14
1987,9,NO,40,0
1987,9,SF,40,0.14
1987,10,CO,10,0.26
1987,10,KO,10,0.26
1987,10,NO,10,0.26
1987,10,FB,40,0.14
1987,10,KO,40,0.14
1987,10,MO,40,0.14
1987,10,NO,40,0
1987,10,SF,40,0.14
1987,11,CO,10,0.26
1987,11,KO,10,0.26
1987,11,FB,40,0.14
1987,11,KO,40,0.14
1987,11,MO,40,0.14
1987,11,SF,40,0.14
1988,2,FB,40,0.14
1988,2,MO,40,0.14
1988,2,SF,40,0.14
1988,3,FB,40,0.14
1988,3,MO,40,0.14
1988,3,SF,40,0.14
1988,4,FB,40,0.14
1988,4,MO,40,0.14
1988,4,SF,40,0.14
1988,5,CO,10,0.26
1988,5,FB,10,0.26
1988,5,KO,10,0.26
1988,5,MO,10,0.26
1988,5,NO,10,0.26
1988,5,SF,10,0.26
1988,5,CO,40,0.14
1988,5,FB,40,0.14
1988,5,KC,40,0.14
1988,5,KO,40,0.14
1988,5,MO,40,0.14
1988,5,NO,40,0.14
1988,5,SF,40,0.14
1988,6,CO,10,0.26
1988,6,FB,10,0.26
1988,6,KC,10,0.26
1988,6,KO,10,0.26
1988,6,MO,10,0.26
1988,6,NO,10,0.26
1988,6,SF,10,0.26
1988,6,CO,40,0.14
1988,6,FB,40,0.14
1988,6,KC,40,0.14
1988,6,KO,40,0.14
1988,6,MO,40,0.14
1988,6,NO,40,0.14
1988,6,SF,40,0.14
1988,7,CO,10,0.26
1988,7,FB,10,0.26
1988,7,MO,10,0.26
1988,7,NO,10,0.26
1988,7,SF,10,0.26
1988,7,CO,40,0.14
1988,7,FB,40,0.14
1988,7,KC,40,0.14
1988,7,KO,40,0.14
1988,7,MO,40,0.14
1988,7,NO,40,0.14
1988,7,SF,40,0.14
1988,8,CO,10,0.26
1988,8,FB,10,0.26
1988,8,MO,10,0.26
1988,8,NO,10,0.26
1988,8,SF,10,0.26
1988,8,CO,40,0.14
1988,8,FB,40,0.14
1988,8,KC,40,0.14
1988,8,KO,40,0.14
1988,8,MO,40,0.14
1988,8,NO,40,0.14
1988,8,SF,40,0.14
1988,9,CO,10,0.26
1988,9,FB,10,0.26
1988,9,KC,10,0.26
1988,9,KO,10,0.26
1988,9,MO,10,0.26
1988,9,NO,10,0.26
1988,9,SF,10,0.26
1988,9,CO,40,0.14
1988,9,FB,40,0.14
1988,9,KC,40,0.14
1988,9,KO,40,0.14
1988,9,MO,40,0.14
1988,9,NO,40,0
1988,9,SF,40,0.14
1988,10,CO,10,0.26
1988,10,KO,10,0.26
1988,10,NO,10,0.26
1988,10,FB,40,0.14
1988,10,KO,40,0
1988,10,MO,40,0.14
1988,10,NO,40,0
1988,10,SF,40,0.14
1988,11,CO,10,0.26
1988,11,KO,10,0.26
1988,11,FB,40,0.14
1988,11,KO,40,0
1988,11,MO,40,0.14
1988,11,SF,40,0.14
1989,2,FB,40,0.14
1989,2,MO,40,0.14
1989,2,SF,40,0.14
1989,3,FB,40,0.14
1989,3,MO,40,0.14
1989,3,SF,40,0.14
1989,4,FB,40,0.14
1989,4,MO,40,0.14
1989,4,SF,40,0.14
1989,5,CO,10,0.26
1989,5,FB,10,0.26
1989,5,KO,10,0.26
1989,5,MO,10,0.26
1989,5,NO,10,0.26
1989,5,SF,10,0.26
1989,5,CO,40,0.14
1989,5,FB,40,0.14
1989,5,KC,40,0.14
1989,5,KO,40,0.14
1989,5,MO,40,0.14
1989,5,NO,40,0.14
1989,5,SF,40,0.14
1989,6,CO,10,0.26
1989,6,FB,10,0.26
1989,6,KC,10,0.26
1989,6,KO,10,0.26
1989,6,MO,10,0.26
1989,6,NO,10,0.26
1989,6,SF,10,0.26
1989,6,CO,40,0.14
1989,6,FB,40,0.14
1989,6,KC,40,0.14
1989,6,KO,40,0.14
1989,6,MO,40,0.14
1989,6,NO,40,0.14
1989,6,SF,40,0.14
1989,7,CO,10,0.26
1989,7,FB,10,0.26
1989,7,MO,10,0.26
1989,7,NO,10,0.26
1989,7,SF,10,0.26
1989,7,CO,40,0.14
1989,7,FB,40,0.14
1989,7,KC,40,0.14
1989,7,KO,40,0.14
1989,7,MO,40,0.14
1989,7,NO,40,0.14
1989,7,SF,40,0.14
1989,8,CO,10,0.26
1989,8,FB,10,0.26
1989,8,KC,10,0.26
1989,8,KO,10,0.26
1989,8,MO,10,0.26
1989,8,NO,10,0.26
1989,8,SF,10,0.26
1989,8,CO,40,0.14
1989,8,FB,40,0.14
1989,8,KC,40,0.14
1989,8,KO,40,0.14
1989,8,MO,40,0.14
1989,8,NO,40,0.14
1989,8,SF,40,0.14
1989,9,CO,10,0.26
1989,9,FB,10,0.26
1989,9,KC,10,0.26
1989,9,KO,10,0.26
1989,9,MO,10,0.26
1989,9,NO,10,0.26
1989,9,SF,10,0.26
1989,9,CO,40,0.14
1989,9,FB,40,0.14
1989,9,KC,40,0.14
1989,9,KO,40,0.14
1989,9,MO,40,0.14
1989,9,NO,40,0
1989,9,SF,40,0.14
1989,10,CO,10,0.26
1989,10,KC,10,0.26
1989,10,KO,10,0.26
1989,10,NO,10,0.26
1989,10,FB,40,0.14
1989,10,KO,40,0.14
1989,10,MO,40,0.14
1989,10,NO,40,0
1989,10,SF,40,0.14
1989,11,CO,10,0.26
1989,11,KO,10,0.26
1989,11,FB,40,0.14
1989,11,KO,40,0.14
1989,11,MO,40,0.14
1989,11,SF,40,0.14
1990,2,FB,40,0.14
1990,2,MO,40,0.14
1990,2,SF,40,0.14
1990,3,FB,40,0.14
1990,3,MO,40,0.33
1990,3,SF,40,0.33
1990,4,FB,40,0.14
1990,4,MO,40,0.33
1990,4,SF,40,0.33
1990,5,CO,10,0.26
1990,5,FB,10,0.26
1990,5,KO,10,0.26
1990,5,MO,10,0.26
1990,5,NO,10,0.26
1990,5,SF,10,0.26
1990,5,CO,40,0.14
1990,5,FB,40,0.14
1990,5,KC,40,0.14
1990,5,KO,40,0.14
1990,5,MO,40,0.33
1990,5,NO,40,0.14
1990,5,SF,40,0.33
1990,6,CO,10,0.26
1990,6,FB,10,0.26
1990,6,MO,10,0.26
1990,6,NO,10,0.26
1990,6,SF,10,0.26
1990,6,CO,40,0.14
1990,6,FB,40,0.14
1990,6,KC,40,0.14
1990,6,KO,40,0.14
1990,6,MO,40,0.33
1990,6,NO,40,0.14
1990,6,SF,40,0.33
1990,7,CO,10,0.26
1990,7,FB,10,0.26
1990,7,MO,10,0.26
1990,7,NO,10,0.26
1990,7,SF,10,0.26
1990,7,CO,40,0.14
1990,7,FB,40,0.14
1990,7,KC,40,0.14
1990,7,KO,40,0.14
1990,7,MO,40,0.33
1990,7,NO,40,0.14
1990,7,SF,40,0.33
1990,8,CO,10,0.26
1990,8,FB,10,0.26
1990,8,KC,10,0.26
1990,8,KO,10,0.26
1990,8,MO,10,0.26
1990,8,NO,10,0.26
1990,8,SF,10,0.26
1990,8,CO,40,0.14
1990,8,FB,40,0.14
1990,8,KC,40,0.14
1990,8,KO,40,0.14
1990,8,MO,40,0.33
1990,8,NO,40,0.14
1990,8,SF,40,0.33
1990,9,CO,10,0.26
1990,9,FB,10,0.26
1990,9,KC,10,0.26
1990,9,KO,10,0.26
1990,9,MO,10,0.26
1990,9,NO,10,0.26
1990,9,SF,10,0.26
1990,9,CO,40,0.14
1990,9,FB,40,0.14
1990,9,KC,40,0.14
1990,9,KO,40,0.14
1990,9,MO,40,0.33
1990,9,NO,40,0
1990,9,SF,40,0.33
1990,10,CO,10,0.26
1990,10,KC,10,0.26
1990,10,NO,10,0.26
1990,10,FB,40,0.14
1990,10,KC,40,0.14
1990,10,MO,40,0.33
1990,10,NO,40,0
1990,10,SF,40,0.33
1990,11,CO,10,0.26
1990,11,FB,40,0.14
1990,11,MO,40,0.33
1990,11,SF,40,0.33
1991,2,FB,40,0.14
1991,3,FB,40,0.14
1991,3,MO,40,0.352
1991,3,SF,40,0.352
1991,4,FB,40,0.14
1991,4,MO,40,0.352
1991,4,SF,40,0.352
1991,5,MO,10,0.26
1991,5,NO,10,0.26
1991,5,SF,10,0.26
1991,5,CO,40,0.14
1991,5,FB,40,0.14
1991,5,KC,40,0.14
1991,5,KO,40,0.14
1991,5,MO,40,0.352
1991,5,NO,40,0.14
1991,5,SF,40,0.352
1991,6,CO,10,0.26
1991,6,MO,10,0.26
1991,6,NO,10,0.26
1991,6,SF,10,0.26
1991,6,CO,40,0.14
1991,6,FB,40,0.14
1991,6,KC,40,0.14
1991,6,KO,40,0.14
1991,6,MO,40,0.352
1991,6,NO,40,0.14
1991,6,SF,40,0.352
1991,7,CO,10,0.26
1991,7,MO,10,0.26
1991,7,NO,10,0.26
1991,7,SF,10,0.26
1991,7,CO,40,0.14
1991,7,FB,40,0.14
1991,7,KC,40,0.14
1991,7,KO,40,0.14
1991,7,MO,40,0.352
1991,7,NO,40,0.14
1991,7,SF,40,0.352
1991,8,CO,10,0.26
1991,8,FB,10,0.26
1991,8,MO,10,0.26
1991,8,NO,10,0.26
1991,8,SF,10,0.26
1991,8,FB,40,0.14
1991,8,KC,40,0.14
1991,8,KO,40,0.14
1991,8,MO,40,0.352
1991,8,SF,40,0.352
1991,9,CO,10,0.26
1991,9,FB,10,0.26
1991,9,KC,10,0.26
1991,9,KO,10,0.26
1991,9,MO,10,0.26
1991,9,NO,10,0.26
1991,9,SF,10,0.26
1991,9,FB,40,0.14
1991,9,KC,40,0.14
1991,9,KO,40,0.14
1991,9,MO,40,0.352
1991,9,NO,40,0.14
1991,9,SF,40,0.352
1991,10,CO,10,0.26
1991,10,KC,10,0.26
1991,10,NO,10,0.26
1991,10,FB,40,0.14
1991,10,KC,40,0.14
1991,10,MO,40,0.352
1991,10,NO,40,0.14
1991,10,SF,40,0.352
1991,11,FB,40,0.14
1991,11,MO,40,0.352
1991,11,SF,40,0.352
1992,2,FB,40,0.14
1992,2,MO,40,0.14
1992,2,SF,40,0.14
1992,3,FB,40,0.14
1992,3,MO,40,0.353
1992,3,SF,40,0.186
1992,4,FB,40,0.14
1992,4,MO,40,0.431
1992,4,SF,40,0.174
1992,5,MO,10,0.26
1992,5,NO,10,0.26
1992,5,SF,10,0.26
1992,5,CO,40,0.14
1992,5,FB,40,0.14
1992,5,MO,40,0.327
1992,5,NO,40,0.14
1992,5,SF,40,0.194
1992,6,MO,10,0.26
1992,6,SF,10,0.26
1992,6,CO,40,0.14
1992,6,FB,40,0.14
1992,6,MO,40,0.536
1992,6,NO,40,0.14
1992,6,SF,40,0.308
1992,7,MO,10,0.26
1992,7,NO,10,0.26
1992,7,SF,10,0.26
